# Date	real
07/19/26	127.9
07/19/26	127.9
07/19/26	128.4
07/19/26	127.8
07/19/26	127.9
07/19/26	128.2
07/19/26	127.9
07/19/26	128.0
07/19/26	128.0
07/19/26	128.0
07/20/26	128.5
07/20/26	127.3
07/20/26	128.3
07/20/26	128.1
07/20/26	135.7
07/20/26	127.6
07/20/26	126.4
07/20/26	127.8
07/20/26	127.9
07/20/26	128.2
07/26/26	180.1
07/26/26	172.7
07/26/26	168.6
07/26/26	181.2
07/26/26	145.5
07/26/26	146.1
07/26/26	147.7
07/26/26	148.2
07/26/26	154.1
07/26/26	156.7
07/26/26	212.7
07/26/26	204.9
07/26/26	203.6
07/26/26	213.1
07/26/26	203.8
07/26/26	205.3
07/26/26	213.1
07/26/26	204.2
07/26/26	203.5
07/26/26	213.5
07/27/26	129.2
07/27/26	127.8
07/27/26	127.0
07/27/26	127.6
07/27/26	131.5
07/27/26	128.7
07/27/26	127.9
07/27/26	127.8
07/27/26	130.6
07/27/26	128.7
