# Date	real
06/01/26	121.1
06/01/26	120.9
06/01/26	120.5
06/01/26	121.2
06/01/26	121.7
06/01/26	120.6
06/01/26	122.0
06/01/26	121.5
06/01/26	121.1
06/01/26	121.0
07/19/26	119.3
07/19/26	119.2
07/19/26	119.4
07/19/26	119.4
07/19/26	120.0
07/19/26	119.4
07/19/26	119.8
07/19/26	119.4
07/19/26	119.3
07/19/26	120.0
07/21/26	119.2
07/21/26	119.3
07/21/26	118.9
07/21/26	119.5
07/21/26	119.5
07/21/26	118.9
07/21/26	119.5
07/21/26	119.7
07/21/26	119.3
07/21/26	119.3
07/26/26	144.0
07/26/26	144.6
07/26/26	121.5
07/26/26	140.4
07/26/26	236.9
07/26/26	237.7
07/26/26	192.5
07/26/26	238.2
07/26/26	237.9
07/26/26	238.0
07/26/26	158.9
07/26/26	168.5
07/26/26	162.2
07/26/26	233.3
07/26/26	189.7
07/26/26	200.0
07/26/26	140.9
07/26/26	140.4
07/26/26	140.9
07/26/26	124.3
07/27/26	119.3
07/27/26	119.2
07/27/26	119.4
07/27/26	119.4
07/27/26	119.3
07/27/26	119.2
07/27/26	119.1
07/27/26	118.9
07/27/26	119.1
07/27/26	118.9
