# Date	real
08/04/26	65.12
08/04/26	70.19
08/04/26	69.81
08/04/26	68.2
08/04/26	68.72
08/04/26	70.57
08/04/26	69.45
08/04/26	69.05
08/04/26	68.6
08/04/26	69.75
