# Date	real
08/05/26	71.81
08/05/26	71.68
08/05/26	71.45
08/05/26	71.50
08/05/26	71.44
08/05/26	71.46
08/05/26	71.46
08/05/26	71.51
08/05/26	71.56
08/05/26	71.50
